Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,City-wide Emissions Inventory,Accounting Year,Inventory Boundary,Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC) ,Gases Included,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total generation of grid supplied energy ,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total generation of grid supplied energy ,Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Total Scope 3 emissions (metric tonnes CO2e),Total BASIC Emissions (GPC),Total BASIC+ Emissions (GPC),Chnage in emissions,Reason for change,​Land area (in square km),Population,Population Year,City Location,Last update
2019,839971,San Nicolás de los Arroyos,San Nicolás de los Arroyos,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",2587059.25,612548.92,,171595.07,,27861.26,,,,,,Do not know,,,145857,2010,,2020-05-01T03:57:57.217
2019,31174,Moscow Government,Moscow,Russian Federation,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,,,,,,Decreased,Change in weather conditions,,12615300,2018,POINT (37.6173 55.7558),2020-05-01T03:57:57.217
2019,54253,Wollongong City Council,Wollongong,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-07-01 - 2017-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),This information has been submitted by Ironbark Sustainability to GCoM. I will not provide it again here,No,"CH4, CO2, N20",,,,,,,802881,1944120,,3091346,281078,This is our first year of calculation,Other: Joined GCoM,,216071,2018,POINT (150.893 -34.4278),2020-05-01T03:57:57.217
2019,839954,Vinh City,,Viet Nam,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Other: Bilan Carbone,"Developed by the French Agency for Environment and Energy Management (ADEME), the Bilan Carbone tool serves as an accounting method for calculating in details the direct and indirect GHG emissions. Its analysis covers all of six GHGs (CO2, CH4, N2O, SF6, HFCs and PFCs) mentioned in Kyoto protocol, CFCs and water vapor released into the stratosphere by airplanes. The Bilan Carbone accordingly provides an overview on the various emission sources and their contributions to climate change. By employing this method, the GHG emissions from different types of reduction scenarios can be estimated, and thereby helps to identify appropriate and effective action plans and/or policies as well as potential implementation options to reduce GHG emissions.The Bilan Carbone method is somewhat similar to the techniques of “Rapid asessment of sources of air, water and land pollution” which are primarily based on the magnitude of emission sources and emission factors. The cores of Bilan Carbne tool are workbooks and spreadsheets in MS. Excel with ready-made calculating and converting formulas. All emission factors are arranged in a separate spreadsheet and linked to corresponding cells in other ones. Thus, in the event the users add or modify emission factors, the results in associated cells and spreadsheets are altered accordingly.",,"CH4, CO2, HFCs, N20, PFCs, SF6",,1103438,,,,,,,,,,This is our first year of calculation,,,323800,2018,,2020-05-01T03:57:57.217
2019,55801,City of West Palm Beach,West Palm Beach,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,383625,789569,21146.7,1484767,0,Decreased,Technological change,,112906,2018,POINT (-80.0534 26.7153),2020-05-01T03:57:57.217
2019,31155,City of Buenos Aires,Buenos Aires,Argentina,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"En el año 2015, el Gobierno de la Ciudad Autónoma de Buenos Aires adhirió al “Acuerdo de Alcaldes”. Con ello, asumió distintos compromisos, entre ellos el de adecuar sus Inventarios de Gases de Efecto Invernadero al nivel Básico del Protocolo Global para Inventarios de Gases de Efecto Invernadero a Escala de Comunidad (“Global Protocol for Community-Scale Greenhouse Gas Emission Inventories” - GPC ). En septiembre de ese año logró actualizar los inventarios desde el año 2000 hasta el 2014 a dicho estándar. Posteriormente, en el Plan de Acción frente al Cambio Climático 2020 (PACC) publicado por el GCBA en el año 2015, se publicaron los resultados de los inventarios del periodo 2000-2014. En los años siguientes se continuó trabajando en la actualización de los inventarios, elaborandose  a la fecha los inventarios para los años 2015 y 2016 para la Ciudad de Buenos Aires.",No,"CH4, CO2, N20",,,,,,,15633080,4186547,2480149,13100079,13764762,Decreased,Improved data accuracy,,3059122,2016,POINT (-58.3816 -34.6037),2020-05-01T03:57:57.217
2019,35859,City of Cleveland,Cleveland,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",142171,8593604,,2703010,,584094,,,,,,Decreased,Technological change,,385428,2017,POINT (-81.6944 41.4993),2020-05-01T03:57:57.217
2019,69848,Municipio de Loja,Loja,Ecuador,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,CO2,,,,,,,381960,41918,0,423878,0,This is our first year of calculation,Lack of knowledge overcome,,214855,2010,POINT (-3.99313 -79.2042),2020-05-01T03:57:57.217
2019,44077,Kampala City,Kampala,Uganda,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,The IPCC 2006 guidelines methodologies for estimation were used,,"CH4, CO2, N20",,3055230.86,,,,657900,,,,,,This is our first year of calculation,,,1631210,2018,,2020-05-01T03:57:57.217
2019,834226,Municipality of Bell Ville,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",,73078.5,,23727.61,,3639.45,,,,,,This is our first year of calculation,Other: No es posible ver cambios,,35281,2014,,2020-05-01T03:57:57.217
2019,53959,"City of Fayetteville, AR",Fayetteville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,CO2,,,,,,,516975,920888,0,,,Increased,Increased energy/electricity consumption,,88963,2018,POINT (-94.1719 36.0821),2020-05-01T03:57:57.217
2019,54430,Ville du Havre,Le Havre,France,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-06-01 - 2019-06-01,Same – covers entire city and nothing else,Other: guide méthodologique pour l'élaboration des inventaires territoriaux des émissions atmosphériques réalisé par le Pôle de Coordination des Inventaires Territoriaux (PCIT),accessible à l'adresse http://www.lcsqa.org/system/files/ressources/medde-dgec-guide_methodo-elaboration_inventaires-pcit-2012_vf.pdf,,CO2,,1894045,,,,,,,,,,Decreased,Behavioural change,,172769,2019,POINT (0.1 49.49),2020-05-01T03:57:57.217
2019,840371,Falkoping Kommun,Falköping,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-28,Same – covers entire city and nothing else,Regional or country specific methodology,"Swedish database""Emissioner av Växthusgaser totalt som CO2-ekvivalenter""Länsrapport, 2018-08-30http://www.airviro.smhi.se/cgi-bin/RUS/apub.html_rusreport.cgi",,"CH4, CO2, HFCs, N20, PFCs, SF6",726,242269,,,,,,,,,,Stayed the same,Emissions have not changed,,33155,2018,,2020-05-01T03:57:57.217
2019,54613,Alcaldia de Valdivia,Valdivia,Chile,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2012-05-26 - 2013-05-26,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"El inventario de emisiones de GEI se plantea de acuerdo al Protocolo ""Global Protocol For Community - Scale Greenhouse Gas Emissions (GPS)"" - Pilot Version 1.0  con alcance Basic +. Considera todas las emisiones de alcance 1 y 2 de unidades estacionarias, unidades móviles, residuos, procesos industriales y usos de productos, así como la agricultura, silvicultura y otros usos de la tierra (AFOLU). Además se incluyeron las emisiones de alcance 3 del sector residuos y de las unidades móviles.",No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,877816,0,31851,419319,643973,This is our first year of calculation,Lack of knowledge overcome,,166080,2017,,2020-05-01T03:57:57.217
2019,60229,Municipality of Arendal,Arendal,Norway,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, N20",,1314864,,,,,,,,,,Increased,Improved data accuracy,,44785,2018,POINT (8.77245 58.4618),2020-05-01T03:57:57.217
2019,35475,City of Calgary,Calgary,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),This is the second year using this protocol. The inventory was completed to a BASIC level.,No,"CH4, CO2, N20",,,,,,,11348646,7091401,168857,18438546,18607403,Increased,Population increase,,1267344,2018,POINT (-114.071 51.0486),2020-05-01T03:57:57.217
2019,56276,New Taipei City Government,New Taipei,"Taiwan, Greater China",East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Since 2014, we inventoried GHG by using the method of GPC, we also inventoried Guideline of GHG accounting and inventory issued by Taiwan EPA, which mainly refer to the ""International Emissions Analysis Protocol (ICLEI)"" and ""2006 IPCC Guidelines for National Greenhouse Gas Inventories"". We have finished 2016 and 2017 GHG inventory and verified by British Standards Institution(BSI Taiwan) in June, 2019.",No,"CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,7897231,12323518,731525,20144995,20952274,Increased,Increased energy/electricity consumption,,3986689,2017,POINT (121.446 25.0111),2020-05-01T03:57:57.217
2019,834347,Seberang Perai Municipal Council,,Malaysia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",,,,,,,,,,,,Decreased,Behavioural change,,1085000,2019,POINT (100.383 5.38333),2020-05-01T03:57:57.217
2019,834323,Patong Municipality,,Thailand,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-10-01 - 2015-09-30,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,CO2,191.47,42317.35,,245294.23,,206.04,,,,,,Increased,Population increase,,20029,2019,,2020-05-01T03:57:57.217
2019,59971,Melton City Council,,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-07-01 - 2017-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,793371,1420834,148990,2363195,,,,,,0,,2020-05-01T03:57:57.217
2019,73663,Correa,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,55148.52,0,2921.69,0,448.14,,,,,,This is our first year of calculation,Other,,6121,2014,,2020-05-01T03:57:57.217
2019,839665,Ayuntamiento de Celaya,,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2013-01-01 - 2013-12-31,Larger – covers the whole city and adjoining areas,City specific methodology,"Para la metodología de estimación de fuentes fijas:Conforme a la disponibilidad de la información fue por factores de emisión, los factores de emisión usados fueron los publicados en el AP-42 del documento “Air Chief” de la Enviromental Protection Agency de Estados Unidos (EPA).Los factores de emisión utilizados en este estudio de fuentes de área, son los que han sido desarrollados por la Agencia de Protección al Ambiente de los Estados Unidos de Norte América18 (USEPA) y adaptados para su aplicación en México según lo descrito en el Manual de Inventarios de Emisiones para México 19, así como los utilizados en los inventarios nacionales y estatales.",,"CH4, CO2, HFCs, N20",0,3870274,0,0,0,0,,,,,,This is our first year of calculation,Lack of knowledge overcome,,494304,2015,POINT (-100.812 20.5222),2020-05-01T03:57:57.217
2019,53254,City of Hobart,Hobart,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-07-01 - 2017-06-30,Same – covers entire city and nothing else,Regional or country specific methodology,The Southern Tasmanian Councils Authority (representing 12 councils across southern Tasmania) developed a method for quantifying community energy use greenhouse gas emissions in 2018. This community inventory is based on this approach. The method was peer reviewed in 2019 and was found to be in keeping with the GPC,,"CH4, CO2, N20",,551821,,,,,,,,,,Increased,Change in data collection methods,,53684,2018,POINT (147.281 -42.8901),2020-05-01T03:57:57.217
2019,54026,City of Tacoma,Tacoma,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,962074,67395,71639,1074905,,Decreased,Financial conditions,,216279,2018,POINT (-122.444 47.2529),2020-05-01T03:57:57.217
2019,59165,Gladsaxe Kommune,Gladsaxe,Denmark,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,CO2,,234852,,91587,,,,,,,,Decreased,Behavioural change,,69681,2018,POINT (12.4887 55.7335),2020-05-01T03:57:57.217
